Date,BLK Equity,SPXT Index,H15T1Y Index
7/17/2002,44.34,1287.98,1.99
7/18/2002,43.72,1253.21,1.95
7/19/2002,42.79,1205.16,1.94
7/22/2002,43.33,1165.48,1.94
7/23/2002,42.35,1133.99,1.91
7/24/2002,40.5,1199.01,1.89
7/25/2002,40,1192.28,1.86
7/26/2002,40.6,1212.41,1.8
7/29/2002,42.6,1278.1,1.93
7/30/2002,42.43,1283.62,1.96
7/31/2002,41.95,1296.34,1.8
8/1/2002,41.89,1258.22,1.75
8/2/2002,41.01,1229.19,1.65
8/5/2002,40.55,1187.07,1.68
8/6/2002,40.72,1222.59,1.69
8/7/2002,40.43,1247.28,1.64
8/8/2002,42.4,1288.12,1.68
8/9/2002,44.53,1292.94,1.68
8/12/2002,44.41,1286.09,1.75
8/13/2002,43.58,1258.36,1.7
8/14/2002,45.1,1309.04,1.77
8/15/2002,44.6,1324.32,1.78
8/16/2002,46.42,1322.36,1.82
8/19/2002,45,1353.63,1.86
8/20/2002,44.8,1334.7,1.77
8/21/2002,45.3,1351.82,1.77
8/22/2002,45.58,1370.85,1.85
8/23/2002,44.95,1339.79,1.8
8/26/2002,44.87,1349.88,1.79
8/27/2002,44.45,1331.2,1.89
8/28/2002,43.7,1307.28,1.85
8/29/2002,43.65,1307.28,1.75
8/30/2002,44.25,1304.86,1.74
9/3/2002,43.06,1250.68,1.71
9/4/2002,43,1273.03,1.69
9/5/2002,42.94,1252.77,1.66
9/6/2002,43.1,1273.88,1.75
9/9/2002,43.97,1286.79,1.77
9/10/2002,43.65,1296.23,1.77
9/11/2002,44.16,1296.25,1.84
9/12/2002,43.81,1264.42,1.79
9/13/2002,44.9,1268.57,1.74
9/16/2002,44.21,1270.45,1.78
9/17/2002,43.9,1245.39,1.77
9/18/2002,43.2,1239.7,1.75
9/19/2002,42.66,1202.46,1.68
9/20/2002,42,1205.42,1.68
9/23/2002,41.54,1188.76,1.68
9/24/2002,41.3,1168.22,1.68
9/25/2002,40.8,1197.56,1.73
9/26/2002,41.1,1219.6,1.68
9/27/2002,41.81,1180.28,1.62
9/30/2002,41.42,1163.04,1.53
10/1/2002,41.28,1209.59,1.56
10/2/2002,41.02,1181.32,1.53
10/3/2002,40.2,1168.57,1.53
10/4/2002,37.55,1142.36,1.58
10/7/2002,35.95,1120.52,1.59
10/8/2002,36.15,1139.9,1.6
10/9/2002,36.2,1108.91,1.55
10/10/2002,37.36,1147.8,1.6
10/11/2002,36.97,1192.63,1.63
10/14/2002,36.75,1201.37,1.63
10/15/2002,37.92,1258.24,1.79
10/16/2002,37.92,1228.01,1.74
10/17/2002,38.53,1255.42,1.78
10/18/2002,38.4,1262.84,1.77
10/21/2002,38.4,1284.73,1.86
10/22/2002,37.9,1271.08,1.85
10/23/2002,36.45,1279.63,1.84
10/24/2002,36,1260.17,1.73
10/25/2002,35.5,1281.81,1.69
10/28/2002,35.9,1271.2,1.6
10/29/2002,34.99,1259.79,1.53
10/30/2002,35.05,1272.25,1.49
10/31/2002,35.72,1265.41,1.46
11/1/2002,35.45,1287.13,1.46
11/4/2002,34.65,1297.69,1.48
11/5/2002,34.59,1307.8,1.48
11/6/2002,34.3,1320.04,1.46
11/7/2002,34.55,1290.15,1.46
11/8/2002,35.25,1278.94,1.43
11/11/2002,35.36,1252.42,1.43
11/12/2002,35.5,1262.14,1.44
11/13/2002,35.75,1261.97,1.42
11/14/2002,36.52,1293.21,1.48
11/15/2002,36.58,1301.28,1.49
11/18/2002,36.66,1287.79,1.48
11/19/2002,36.29,1282.61,1.49
11/20/2002,37.35,1307.61,1.5
11/21/2002,39.3,1335.75,1.52
11/22/2002,39.25,1331.17,1.54
11/25/2002,39.66,1334.52,1.56
11/26/2002,39.65,1306.79,1.51
11/27/2002,40.1,1343.47,1.58
11/29/2002,40.01,1339.89,1.56
12/2/2002,39.86,1337.34,1.56
12/3/2002,39.15,1317.65,1.57
12/4/2002,39.45,1313.53,1.53
12/5/2002,38.5,1297.8,1.5
12/6/2002,39.15,1305.99,1.47
12/9/2002,38.5,1277.05,1.48
12/10/2002,39.6,1294.91,1.48
12/11/2002,39.6,1295.91,1.46
12/12/2002,40.73,1291.16,1.46
12/13/2002,41.26,1273.83,1.47
12/16/2002,40.9,1303.85,1.5
12/17/2002,40.77,1293.26,1.48
12/18/2002,40.5,1276.36,1.43
12/19/2002,40.58,1266.79,1.37
12/20/2002,40.19,1283.26,1.39
12/23/2002,40.2,1285.6,1.43
12/24/2002,39.89,1278.58,1.42
12/26/2002,39.29,1274.56,1.41
12/27/2002,38.97,1254.66,1.36
12/30/2002,38.91,1260.42,1.36
12/31/2002,39.4,1261.18,1.32
1/2/2003,40.25,1303.17,1.42
1/3/2003,40.95,1302.55,1.41
1/6/2003,41.18,1331.82,1.44
1/7/2003,40.96,1323.17,1.4
1/8/2003,41.1,1304.95,1.36
1/9/2003,42.03,1330.31,1.44
1/10/2003,42.33,1330.29,1.39
1/13/2003,42.1,1328.5,1.41
1/14/2003,42,1336.25,1.4
1/15/2003,41.5,1317.18,1.37
1/16/2003,41.65,1312.01,1.37
1/17/2003,41.8,1293.63,1.34
1/21/2003,40.6,1273.31,1.33
1/22/2003,40.87,1260.16,1.31
1/23/2003,40.65,1273.04,1.33
1/24/2003,40.13,1235.84,1.31
1/27/2003,40.65,1215.86,1.31
1/28/2003,41.2,1231.74,1.34
1/29/2003,40.97,1240.31,1.36
1/30/2003,41.25,1212.23,1.3
1/31/2003,42.25,1228.14,1.31
2/3/2003,42.2,1234.79,1.34
2/4/2003,42.29,1217.4,1.33
2/5/2003,41.89,1211.04,1.34
2/6/2003,41.56,1203.58,1.32
2/7/2003,41.76,1191.46,1.28
2/10/2003,41.51,1200.51,1.33
2/11/2003,41.21,1190.83,1.3
2/12/2003,41.43,1176.15,1.29
2/13/2003,41.23,1174.43,1.27
2/14/2003,41.7,1199.61,1.3
2/18/2003,42,1223.11,1.31
2/19/2003,41.58,1214.66,1.29
2/20/2003,41.75,1203.18,1.29
2/21/2003,42.55,1219.1,1.31
2/24/2003,41.48,1196.71,1.28
2/25/2003,41.89,1205.32,1.27
2/26/2003,40.98,1189.98,1.27
2/27/2003,41.6,1204.11,1.27
2/28/2003,41.6,1209.71,1.24
3/3/2003,42.7,1200.6,1.26
3/4/2003,42.23,1182.17,1.24
3/5/2003,42.08,1193.87,1.22
3/6/2003,42.04,1182.82,1.22
3/7/2003,42.29,1192.62,1.15
3/10/2003,41.99,1161.85,1.09
3/11/2003,41.09,1152.15,1.12
3/12/2003,39.95,1157.61,1.14
3/13/2003,41.15,1197.56,1.24
3/14/2003,41.44,1199.55,1.22
3/17/2003,42.97,1242.09,1.24
3/18/2003,43.35,1247.39,1.35
3/19/2003,43.5,1258.37,1.32
3/20/2003,43.48,1260.77,1.34
3/21/2003,44.85,1289.74,1.36
3/24/2003,43.69,1244.31,1.32
3/25/2003,44.68,1259.44,1.28
3/26/2003,45.08,1252.59,1.27
3/27/2003,43.57,1250.71,1.25
3/28/2003,43.98,1243.51,1.22
3/31/2003,43.54,1221.46,1.19
4/1/2003,43.5,1236.3,1.16
4/2/2003,44.8,1268.82,1.22
4/3/2003,44.9,1262.43,1.18
4/4/2003,45.67,1265.9,1.18
4/7/2003,45.45,1267.49,1.25
4/8/2003,45.16,1265.57,1.21
4/9/2003,45.6,1247.99,1.22
4/10/2003,45.65,1256.04,1.25
4/11/2003,45.58,1251.4,1.3
4/14/2003,45.52,1275.82,1.33
4/15/2003,45.35,1283.96,1.32
4/16/2003,46.6,1268.28,1.31
4/17/2003,47.29,1287.99,1.34
4/21/2003,46,1285.72,1.35
4/22/2003,44.8,1313.63,1.34
4/23/2003,44.65,1324.68,1.33
4/24/2003,44.95,1313.75,1.28
4/25/2003,45.15,1295.57,1.26
4/28/2003,45.5,1318.85,1.28
4/29/2003,44.7,1323.26,1.28
4/30/2003,45.48,1322.07,1.22
5/1/2003,45.2,1321.39,1.21
5/2/2003,45.25,1341.28,1.27
5/5/2003,44.91,1336.24,1.27
5/6/2003,44.7,1347.54,1.19
5/7/2003,45,1340.87,1.21
5/8/2003,45.05,1327.42,1.24
5/9/2003,44.76,1346.68,1.22
5/12/2003,45.26,1363.61,1.22
5/13/2003,44.94,1359.74,1.23
5/14/2003,44.6,1355.76,1.2
5/15/2003,45.46,1366.59,1.21
5/16/2003,46.25,1363.32,1.15
5/19/2003,45.35,1329.38,1.14
5/20/2003,45.26,1327.87,1.1
5/21/2003,44.94,1333.33,1.15
5/22/2003,45.46,1345.53,1.14
5/23/2003,45.4,1347.49,1.14
5/27/2003,45.47,1373.86,1.13
5/28/2003,45.4,1376.57,1.15
5/29/2003,45.27,1371.51,1.11
5/30/2003,45.39,1391.72,1.13
6/2/2003,46.5,1396.7,1.15
6/3/2003,47.91,1403.29,1.07
6/4/2003,47.5,1424.9,1.04
6/5/2003,47.75,1430.63,1.07
6/6/2003,47.64,1427.27,1.08
6/9/2003,47,1410.21,1.04
6/10/2003,47.67,1423.11,0.98
6/11/2003,47.32,1441.86,1
6/12/2003,45.87,1443.41,0.95
6/13/2003,45.63,1429.11,0.9
6/16/2003,46,1461.15,0.95
6/17/2003,45.86,1462.48,1
6/18/2003,45.55,1460.32,0.96
6/19/2003,46,1438.09,0.88
6/20/2003,46.02,1439.54,0.94
6/23/2003,45.69,1419.24,0.94
6/24/2003,44.7,1421.86,0.91
6/25/2003,45.13,1410.09,1.05
6/26/2003,45.43,1425.82,1.11
6/27/2003,45.25,1411.97,1.09
6/30/2003,45.04,1409.48,1.09
7/1/2003,46.2,1421.03,1.07
7/2/2003,46.27,1437.61,1.06
7/3/2003,45.64,1425.97,1.07
7/7/2003,45,1453.07,1.08
7/8/2003,45,1458.51,1.09
7/9/2003,46,1450.51,1.09
7/10/2003,46.27,1430.96,1.07
7/11/2003,46.35,1444.7,1.06
7/14/2003,46.79,1453,1.07
7/15/2003,45.41,1448.02,1.1
7/16/2003,45.5,1438.85,1.12
7/17/2003,45.64,1421.11,1.11
7/18/2003,46,1437.89,1.12
7/21/2003,45.47,1416.88,1.17
7/22/2003,45.08,1430.35,1.12
7/23/2003,45.19,1431.1,1.11
7/24/2003,45.94,1420.96,1.13
7/25/2003,45.15,1445.7,1.13
7/28/2003,43.77,1442.58,1.17
7/29/2003,44.56,1432.31,1.17
7/30/2003,45.34,1429.91,1.17
7/31/2003,45.17,1434.33,1.28
8/1/2003,45.18,1419.64,1.31
8/4/2003,44.39,1423.51,1.24
8/5/2003,44.29,1398.42,1.32
8/6/2003,44.4,1401.01,1.28
8/7/2003,44.47,1411.26,1.26
8/8/2003,45.3,1416.3,1.22
8/11/2003,45.35,1421.01,1.3
8/12/2003,45.3,1435.17,1.25
8/13/2003,45.93,1426.55,1.31
8/14/2003,46.13,1435.96,1.31
8/15/2003,45.91,1436.43,1.3
8/18/2003,46.06,1449.65,1.33
8/19/2003,46.51,1453.45,1.29
8/20/2003,47.08,1450.61,1.3
8/21/2003,46.36,1454.98,1.37
8/22/2003,46.2,1440.17,1.35
8/25/2003,45.41,1441.11,1.35
8/26/2003,45.21,1445.5,1.32
8/27/2003,45.1,1445.84,1.38
8/28/2003,45.36,1454.7,1.34
8/29/2003,45.47,1462.3,1.35
9/2/2003,46.49,1482.61,1.39
9/3/2003,46.3,1489.25,1.36
9/4/2003,46.2,1491.77,1.33
9/5/2003,46.31,1482.24,1.24
9/8/2003,47.465,1497.22,1.27
9/9/2003,47.405,1484.93,1.23
9/10/2003,47.395,1467.29,1.2
9/11/2003,47.285,1475.72,1.22
9/12/2003,48.4,1478.94,1.2
9/15/2003,48.61,1473.43,1.2
9/16/2003,48.51,1494.5,1.22
9/17/2003,48.902,1489.7,1.19
9/18/2003,50.378,1509.47,1.23
9/19/2003,51.603,1504.74,1.23
9/22/2003,51.523,1485.16,1.24
9/23/2003,51.774,1494.19,1.24
9/24/2003,51.021,1465.66,1.22
9/25/2003,50.217,1457.09,1.21
9/26/2003,49.113,1448.03,1.21
9/29/2003,49.324,1462.2,1.21
9/30/2003,49.213,1446.77,1.15
10/1/2003,50.529,1479.23,1.13
10/2/2003,50.77,1482.36,1.14
10/3/2003,50.84,1496.32,1.2
10/6/2003,50.92,1502.86,1.15
10/7/2003,51.071,1510.05,1.21
10/8/2003,51.543,1502.65,1.21
10/9/2003,51.342,1509.86,1.22
10/10/2003,51.593,1509,1.21
10/13/2003,52.829,1519.6,1.21
10/14/2003,52.075,1525.6,1.23
10/15/2003,52.226,1521.95,1.27
10/16/2003,52.929,1526.8,1.34
10/17/2003,52.256,1511.18,1.31
10/20/2003,50.951,1518.97,1.32
10/21/2003,50.519,1520.93,1.32
10/22/2003,50.438,1498.28,1.28
10/23/2003,50.689,1503.26,1.3
10/24/2003,50.378,1496.19,1.27
10/27/2003,50.398,1499.43,1.31
10/28/2003,50.368,1522.21,1.25
10/29/2003,50.418,1524.41,1.29
10/30/2003,50.79,1523.12,1.32
10/31/2003,51.573,1528.62,1.31
11/3/2003,50.84,1540.71,1.33
11/4/2003,50.207,1532.34,1.31
11/5/2003,50.147,1530.54,1.35
11/6/2003,50.017,1539.75,1.38
11/7/2003,49.886,1533.02,1.4
11/10/2003,50.91,1524.26,1.39
11/11/2003,50.428,1523.47,1.39
11/12/2003,51.021,1541.49,1.39
11/13/2003,51.433,1541.3,1.33
11/14/2003,49.966,1529.84,1.31
11/17/2003,49.996,1520.07,1.29
11/18/2003,50.398,1506.32,1.3
11/19/2003,50.207,1518.51,1.32
11/20/2003,50.207,1505.76,1.28
11/21/2003,50.097,1508.21,1.29
11/24/2003,50.599,1532.69,1.33
11/25/2003,50.619,1535.49,1.32
11/26/2003,50.971,1542.39,1.35
11/28/2003,51.172,1542.07,1.39
12/1/2003,51.975,1559.5,1.41
12/2/2003,52.177,1554.42,1.38
12/3/2003,52.53,1552.09,1.39
12/4/2003,53.235,1559.47,1.38
12/5/2003,51.582,1547.52,1.3
12/8/2003,52.479,1558.96,1.33
12/9/2003,51.904,1545.68,1.35
12/10/2003,50.604,1544.31,1.33
12/11/2003,51.42,1562.23,1.27
12/12/2003,52.217,1566.5,1.28
12/15/2003,52.388,1557.66,1.3
12/16/2003,51.925,1568.02,1.28
12/17/2003,52.6,1570.15,1.26
12/18/2003,52.772,1588.9,1.24
12/19/2003,52.701,1588.19,1.25
12/22/2003,52.267,1594.43,1.27
12/23/2003,52.388,1598.93,1.31
12/24/2003,52.298,1596.05,1.28
12/26/2003,52.61,1598.74,1.27
12/29/2003,53.669,1619.16,1.31
12/30/2003,53.971,1619.59,1.28
12/31/2003,53.548,1622.94,1.26
1/2/2004,54.435,1618.05,1.31
1/5/2004,57.319,1638.1,1.35
1/6/2004,57.722,1640.31,1.3
1/7/2004,58.478,1644.6,1.29
1/8/2004,58.448,1652.83,1.29
1/9/2004,58.075,1638.14,1.21
1/12/2004,59.184,1646.03,1.21
1/13/2004,59.386,1637.33,1.18
1/14/2004,56.946,1650.96,1.19
1/15/2004,56.593,1653.21,1.18
1/16/2004,56.633,1664.57,1.21
1/20/2004,56.714,1663.03,1.21
1/21/2004,57.359,1676.07,1.19
1/22/2004,58.085,1670.73,1.19
1/23/2004,59.738,1667.26,1.21
1/26/2004,58.992,1687.44,1.23
1/27/2004,60.212,1670.91,1.21
1/28/2004,58.085,1648.44,1.26
1/29/2004,57.863,1657.09,1.29
1/30/2004,58.498,1652.73,1.28
2/2/2004,60.515,1658.79,1.29
2/3/2004,60.797,1659.92,1.27
2/4/2004,58.881,1646.29,1.27
2/5/2004,58.629,1649.35,1.29
2/6/2004,60.515,1670.14,1.26
2/9/2004,59.708,1666.16,1.25
2/10/2004,60.343,1674.55,1.27
2/11/2004,60.495,1693.03,1.23
2/12/2004,60.041,1684.92,1.24
2/13/2004,59.224,1675.86,1.21
2/17/2004,60.384,1692.22,1.21
2/18/2004,60.636,1684.89,1.23
2/19/2004,60.716,1678.01,1.23
2/20/2004,59.749,1673.71,1.26
2/23/2004,59.325,1669.2,1.22
2/24/2004,58.75,1666.42,1.23
2/25/2004,58.781,1673.34,1.23
2/26/2004,60.091,1675.63,1.23
2/27/2004,59.991,1675.7,1.21
3/1/2004,60.817,1691.9,1.23
3/2/2004,61.594,1681.88,1.26
3/3/2004,61.775,1685.17,1.26
3/4/2004,61.755,1690.83,1.25
3/5/2004,62.259,1693.76,1.16
3/8/2004,62.775,1679.74,1.15
3/9/2004,61.814,1670.07,1.15
3/10/2004,61.804,1645.79,1.17
3/11/2004,60.002,1621.21,1.15
3/12/2004,61.004,1641.42,1.18
3/15/2004,60.234,1617.91,1.18
3/16/2004,60.741,1627.03,1.17
3/17/2004,61.459,1646.29,1.18
3/18/2004,61.459,1644.21,1.17
3/19/2004,61.652,1625.84,1.19
3/22/2004,60.741,1604.8,1.17
3/23/2004,60.649,1602.67,1.17
3/24/2004,60.285,1598.85,1.16
3/25/2004,60.336,1625.01,1.15
3/26/2004,60.741,1623.36,1.19
3/29/2004,61.611,1644.75,1.21
3/30/2004,61.156,1651.43,1.21
3/31/2004,61.925,1650.42,1.2
4/1/2004,66.815,1659.16,1.23
4/2/2004,65.802,1673.4,1.3
4/5/2004,64.891,1686.24,1.34
4/6/2004,65.185,1683.23,1.31
4/7/2004,64.709,1672.14,1.31
4/8/2004,63.879,1670.36,1.32
4/12/2004,64.689,1679.02,1.34
4/13/2004,63.028,1655.99,1.39
4/14/2004,62.229,1654.17,1.48
4/15/2004,62.765,1655.15,1.46
4/16/2004,64.284,1663.62,1.4
4/19/2004,62.502,1665.39,1.43
4/20/2004,63.14,1639.49,1.46
4/21/2004,62.107,1648.31,1.52
4/22/2004,63.17,1671.63,1.49
4/23/2004,62.006,1672.62,1.59
4/26/2004,62.694,1665.19,1.57
4/27/2004,63.18,1668.98,1.53
4/28/2004,62.451,1646.2,1.54
4/29/2004,62.765,1634.16,1.55
4/30/2004,62.968,1624.51,1.55
5/3/2004,63.282,1639.46,1.6
5/4/2004,64.122,1642.5,1.57
5/5/2004,63.332,1645.65,1.56
5/6/2004,62.411,1634.75,1.61
5/7/2004,60.619,1612.31,1.83
5/10/2004,59.931,1595.38,1.85
5/11/2004,59.516,1607.94,1.83
5/12/2004,59.475,1611.15,1.81
5/13/2004,59.455,1610.05,1.84
5/14/2004,59.354,1609.12,1.81
5/17/2004,58.665,1592.23,1.8
5/18/2004,59.151,1603.14,1.83
5/19/2004,59.475,1599.29,1.85
5/20/2004,59.809,1600.06,1.81
5/21/2004,59.89,1606.49,1.84
5/24/2004,60.994,1609.22,1.86
5/25/2004,61.388,1635.14,1.84
5/26/2004,62.32,1638.16,1.81
5/27/2004,63.201,1647.65,1.77
5/28/2004,63.879,1646.8,1.83
6/1/2004,63.98,1647.57,1.89
6/2/2004,64.922,1653.66,1.92
6/3/2004,64.426,1641.43,1.91
6/4/2004,65.604,1650.07,1.97
6/7/2004,65.493,1676.48,1.96
6/8/2004,65.869,1679.21,2.02
6/9/2004,65.086,1663.38,2.14
6/10/2004,64.608,1671.01,2.14
6/14/2004,63.673,1655,2.25
6/15/2004,63.216,1664.92,2.16
6/16/2004,63.023,1667.23,2.24
6/17/2004,64.029,1665.02,2.21
6/18/2004,63.267,1669.39,2.24
6/21/2004,62.942,1662.46,2.17
6/22/2004,63.409,1668.55,2.21
6/23/2004,63.399,1682.75,2.15
6/24/2004,63.297,1678.07,2.11
6/25/2004,63.521,1668.93,2.14
6/28/2004,63.551,1667.61,2.3
6/29/2004,64.08,1671.84,2.2
6/30/2004,64.873,1678.83,2.09
7/1/2004,65.198,1661.53,2.07
7/2/2004,66.194,1656.33,2.02
7/6/2004,66.875,1642.84,2.15
7/7/2004,66.072,1646.36,2
7/8/2004,65.859,1632.88,1.99
7/9/2004,65.95,1638.42,2
7/12/2004,65.93,1640.73,2.02
7/13/2004,65.777,1641.96,2.05
7/14/2004,65.259,1636.62,2.08
7/15/2004,64.537,1629.58,2.11
7/16/2004,64.527,1621.81,2.08
7/19/2004,63.684,1621.08,2.1
7/20/2004,65.706,1632.52,2.13
7/21/2004,64.7,1610.88,2.14
7/22/2004,63.064,1615.27,2.12
7/23/2004,63.531,1599.62,2.12
7/26/2004,63.694,1596.48,2.18
7/27/2004,63.714,1612.33,2.19
7/28/2004,62.484,1613.5,2.17
7/29/2004,63.521,1621.35,2.15
7/30/2004,62.962,1623.26,2.13
8/2/2004,63.704,1630.48,2.12
8/3/2004,63.938,1620.28,2.11
8/4/2004,64.547,1619,2.11
8/5/2004,64.09,1592.64,2.09
8/6/2004,62.545,1568.07,1.91
8/9/2004,61.702,1569.96,1.97
8/10/2004,62.728,1590.35,2.01
8/11/2004,63.308,1586.43,2
8/12/2004,63.897,1567.95,1.99
8/13/2004,62.566,1570.44,1.97
8/16/2004,64.741,1591.94,2.01
8/17/2004,66.031,1595.57,1.98
8/18/2004,65.686,1615.72,1.97
8/19/2004,64.842,1609.97,1.96
8/20/2004,64.924,1620.47,1.98
8/23/2004,66.001,1616.68,2.03
8/24/2004,65.645,1617.46,2.03
8/25/2004,66.733,1630.48,2.03
8/26/2004,68.308,1630.68,2.02
8/27/2004,72.485,1634.83,2.03
8/30/2004,74.934,1622.28,2.04
8/31/2004,74.538,1629.83,1.99
9/1/2004,75.181,1632.82,1.99
9/2/2004,75.456,1651.14,2.02
9/3/2004,76.374,1644.25,2.12
9/7/2004,76.302,1655.65,2.13
9/8/2004,76.476,1648.52,2.09
9/9/2004,74.008,1651.65,2.09
9/10/2004,75.058,1659.84,2.08
9/13/2004,75.68,1663.1,2.1
9/14/2004,75.823,1666.82,2.08
9/15/2004,75.905,1655.1,2.09
9/16/2004,76.2,1659.78,2.06
9/17/2004,76.027,1667.25,2.11
9/20/2004,76.211,1657.88,2.1
9/21/2004,75.854,1668.39,2.12
9/22/2004,75.017,1645.17,2.12
9/23/2004,74.62,1637.82,2.16
9/24/2004,74.915,1640.4,2.2
9/27/2004,74.334,1630.67,2.2
9/28/2004,73.783,1640.62,2.18
9/29/2004,73.447,1647.79,2.2
9/30/2004,74.946,1647.48,2.21
10/1/2004,75.813,1672.49,2.21
10/4/2004,75.976,1678.1,2.25
10/5/2004,76.822,1677.09,2.23
10/6/2004,76.333,1688.83,2.26
10/7/2004,75.905,1672.08,2.26
10/8/2004,73.222,1659.51,2.21
10/11/2004,73.59,1662.84,2.21
10/12/2004,73.233,1659.07,2.2
10/13/2004,72.56,1647.13,2.17
10/14/2004,71.927,1631.81,2.15
10/15/2004,71.173,1639.08,2.18
10/18/2004,70.704,1647.69,2.21
10/19/2004,71.499,1631.74,2.22
10/20/2004,71.479,1632.49,2.2
10/21/2004,72.662,1636.76,2.23
10/22/2004,72.345,1620.85,2.23
10/25/2004,71.856,1619.48,2.24
10/26/2004,74.334,1643.57,2.24
10/27/2004,74.63,1665.01,2.3
10/28/2004,74.518,1668.55,2.29
10/29/2004,74.956,1672.65,2.28
11/1/2004,76.262,1673.1,2.34
11/2/2004,76.251,1673.16,2.33
11/3/2004,76.741,1692.22,2.32
11/4/2004,77.281,1719.64,2.34
11/5/2004,75.935,1726.34,2.44
11/8/2004,76.792,1724.59,2.47
11/9/2004,75.823,1724.08,2.46
11/10/2004,75.476,1722.67,2.47
11/11/2004,75.772,1738.32,2.47
11/12/2004,77.914,1754.33,2.49
11/15/2004,76.231,1753.99,2.53
11/16/2004,76.69,1741.72,2.54
11/17/2004,77.026,1751.57,2.5
11/18/2004,76.945,1753.97,2.51
11/19/2004,75.364,1734.45,2.56
11/22/2004,75.65,1744.71,2.6
11/23/2004,76.139,1744.31,2.6
11/24/2004,77.893,1751.55,2.6
11/26/2004,77.822,1753.09,2.61
11/29/2004,77.771,1747.34,2.66
11/30/2004,76.037,1740.33,2.63
12/1/2004,77.965,1766.9,2.6
12/2/2004,78.435,1765.37,2.62
12/3/2004,78.118,1766.63,2.58
12/6/2004,77.678,1765.33,2.6
12/7/2004,76.195,1745.83,2.6
12/8/2004,76.788,1754.75,2.59
12/9/2004,77.218,1764.35,2.59
12/10/2004,78.732,1762.51,2.61
12/13/2004,78.701,1778.54,2.66
12/14/2004,78.885,1785.51,2.65
12/15/2004,79.151,1789.14,2.64
12/16/2004,79.192,1785.51,2.66
12/17/2004,78.783,1772.19,2.67
12/20/2004,77.351,1772.87,2.72
12/21/2004,78.21,1788.93,2.72
12/22/2004,78.497,1795.66,2.71
12/23/2004,79.305,1796.49,2.7
12/27/2004,77.658,1788.76,2.78
12/28/2004,78.589,1801.58,2.77
12/29/2004,78.517,1801.71,2.77
12/30/2004,78.957,1801.98,2.76
12/31/2004,79.049,1799.55,2.75
1/3/2005,77.535,1784.96,2.79
1/4/2005,77.3,1764.3,2.82
1/5/2005,76.583,1758.07,2.83
1/6/2005,81.853,1764.63,2.82
1/7/2005,80.154,1762.12,2.82
1/10/2005,82.047,1768.17,2.86
1/11/2005,81.801,1757.51,2.86
1/12/2005,82.569,1764.72,2.84
1/13/2005,82.108,1749.48,2.84
1/14/2005,82.784,1759.98,2.87
1/18/2005,82.344,1777.03,2.9
1/19/2005,81.321,1760.28,2.88
1/20/2005,81.177,1746.61,2.85
1/21/2005,81.147,1735.42,2.83
1/24/2005,81.065,1729.33,2.86
1/25/2005,80.84,1736.25,2.88
1/26/2005,81.075,1744.72,2.9
1/27/2005,81.136,1745.58,2.91
1/28/2005,80.881,1740.96,2.89
1/31/2005,82.16,1755.68,2.96
2/1/2005,81.648,1767.79,2.95
2/2/2005,80.901,1773.63,2.95
2/3/2005,81.904,1769.26,2.96
2/4/2005,82.262,1788.82,2.93
2/7/2005,82.456,1786.92,2.96
2/8/2005,82.272,1788.16,2.97
2/9/2005,81.853,1773.28,2.93
2/10/2005,82.722,1780.8,2.96
2/11/2005,82.876,1793.54,3
2/14/2005,81.74,1794.98,3.03
2/15/2005,81.341,1801.06,3.03
2/16/2005,79.377,1801.59,3.05
2/17/2005,82.108,1787.41,3.03
2/18/2005,82.395,1788.65,3.09
2/22/2005,81.167,1762.76,3.12
2/23/2005,80.072,1772.76,3.12
2/24/2005,79.919,1787.34,3.13
2/25/2005,79.98,1804.17,3.15
2/28/2005,79.407,1792.63,3.2
3/1/2005,81.863,1802.79,3.2
3/2/2005,81.822,1802.92,3.19
3/3/2005,81.709,1803.51,3.19
3/4/2005,82.726,1820.88,3.2
3/7/2005,82.48,1825.7,3.22
3/8/2005,83.034,1817.12,3.23
3/9/2005,82.726,1798.79,3.24
3/10/2005,81.781,1802.2,3.25
3/11/2005,82.12,1789.01,3.28
3/14/2005,82.89,1799.14,3.32
3/15/2005,82.798,1785.61,3.32
3/16/2005,81.976,1771.35,3.3
3/17/2005,81.658,1774.55,3.29
3/18/2005,81.792,1773.72,3.32
3/21/2005,80.354,1764.98,3.33
3/22/2005,79.481,1747.03,3.4
3/23/2005,77.509,1748.28,3.38
3/24/2005,76.975,1746.62,3.41
3/28/2005,78.125,1750.88,3.43
3/29/2005,75.979,1737.94,3.41
3/30/2005,75.979,1762.09,3.39
3/31/2005,76.954,1760.89,3.35
4/1/2005,77.673,1749.45,3.34
4/4/2005,76.615,1754.43,3.34
4/5/2005,76.215,1762.32,3.34
4/6/2005,75.352,1766.69,3.31
4/7/2005,75.783,1777.35,3.32
4/8/2005,75.414,1762.52,3.35
4/11/2005,73.493,1762.56,3.37
4/12/2005,72.918,1772.43,3.34
4/13/2005,72.322,1751.77,3.32
4/14/2005,72.322,1734.25,3.3
4/15/2005,71.891,1705.26,3.26
4/18/2005,72.086,1710.27,3.29
4/19/2005,75.866,1720.43,3.26
4/20/2005,74.212,1697.74,3.25
4/21/2005,75.362,1731.27,3.31
4/22/2005,77.283,1719.66,3.3
4/25/2005,78.012,1734.56,3.34
4/26/2005,77.745,1719.09,3.35
4/27/2005,76.995,1726.21,3.33
